id,description
746,"Title: Butter Dish with Lid, ""Jumbo"" pattern. Date: ca. 1882. Maker: Canton Glass Company. Classification: Collage. Medium: Glass."
767,Title: Urn or Pot. Date: ca. 1880. Maker: Solomon Bell. Classification: Ceramic. Medium: Earthenware.
922,Title: Ornament in Form of Dog. Date: 19th century. Culture: American. Classification: Ceramic. Medium: Earthenware.
952,Title: Pitcher. Date: 19th century. Culture: American. Classification: Ceramic. Medium: Stoneware.
990,Title: Pitcher. Date: 1848-1856. Manufacturer: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
1018,Title: Christ in the Garden. Date: 1949. Artist: Alfeo Faggi. Classification: Sculpture. Medium: Bronze.
1044,Title: Sugar Bowl with Lid. Date: 1770-1810. Maker: Unknown. Classification: Food/Drink. Medium: Pewter.
1074,"Title: Bottle, Figure of Pugilist or Boxer. Date: late 19th century. Culture: American. Classification: Vessel. Medium: Glass."
1119,Title: Bowl. Date: ca. 1880. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: Porcelain.
1136,Title: Pitcher. Date: 1848-1856. Designer: Josiah Jones. Classification: Ceramic. Medium: Porcelain.
1212,Title: Candlestick. Date: ca. 1830. Culture: American. Classification: Fire/Heat. Medium: Pewter.
1216,Title: Innocence. Date: ca. 1930. Artist: Georg J. Lober. Classification: Sculpture. Medium: Marble.
1264,Title: Button. Date: ca. 1850. Manufacturer: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
1265,Title: Button. Date: ca. 1850. Manufacturer: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
1458,"Title: Cast of Original Model for ""Wisdom of Solomon"". Date: ca. 1960; Cast in bronze 1963-1964. Artist: William Zorach. Classification: Sculpture. Medium: Bronze."
1583,Title: Portrait of a Lady. Date: 1856. Artist: Seymour Joseph Guy. Classification: Painting. Medium: Oil on canvas.
1617,"Title: Ladle. Date: late 19th century. Culture: Tlingit. Classification: Food/Drink. Medium: Horn, metal rivets, metal inlay."
1640,Title: Bust of Martha Jane Hall. Date: 1874. Artist: William Henry Rinehart. Classification: Sculpture. Medium: Marble.
1816,"Title: Untitled. Date: 1945, cast 1976. Artist: Chaim Gross. Classification: Sculpture. Medium: Bronze."
1851,Title: Peace (Imagination). Date: 1896. Artist: Olin Levi Warner. Classification: Sculpture. Medium: Marble.
1852,Title: War (Memory). Date: 1896. Artist: Olin Levi Warner. Classification: Sculpture. Medium: Marble.
1878,Title: Death Image. Date: ca. 1900. Artist: Unknown. Classification: Sculpture. Medium: Wood.
1887,Title: Feast Spoon with Bear-shaped Handle. Date: 18th-19th century. Culture: Eskimo. Classification: Ceremonial. Medium: Wood.
1898,Title: Carved Spoon. Date: 1868-1933. Culture: Eskimo. Classification: Food/Drink. Medium: Mountain goat horn.
1900,Title: Large Grease Spoon. Date: 1868-1933. Culture: Eskimo. Classification: Food/Drink. Medium: Wood.
1912,"Title: Large Storage Jar. Date: late 19th-early 20th century. Culture: She-we-na (Zuni Pueblo). Classification: Vessel. Medium: Clay, paint."
1913,"Title: Large Storage Jar. Date: late 19th-early 20th century. Culture: She-we-na (Zuni Pueblo). Classification: Vessel. Medium: Clay, slip."
1946,Title: Sunset - Last Reflections - Cloud Study. Date: None. Artist: Albert Bierstadt. Classification: Painting. Medium: Oil on paper backed by board.
1958,Title: Abraham Walkowitz. Date: ca. 1943. Artist: Concetta Scaravaglione. Classification: Sculpture. Medium: Terracotta.
1970,"Title: Our Lady of Guadeloupe (Nuestra Señora de Guadeloupe). Date: ca. 1820-1862. Artist: José Rafael Aragón. Classification: Painting. Medium: Pine, gesso, water-based paints."
1983,"Title: Household Box Representing Killer Whale (Taod). Date: late 19th century. Culture: Haida. Classification: Container. Medium: Wood, pigment."
1985,"Title: Spoon (Slagwul) with Depiction of Killer Whale, Shaman and Land Otter. Date: 19th century. Culture: Haida. Classification: Food/Drink. Medium: Horn."
1991,Title: Spoon. Date: 18th or 19th century. Culture: Yurok. Classification: Food/Drink. Medium: Antler.
1993,Title: Big Spoon with Suggestion of Carved Bird on Handle. Date: 18th-19th century. Culture: Haida. Classification: Food/Drink. Medium: Horn.
2106,"Title: Arm Swivel Lounge Chair, Model 3741C. Date: ca. 1991. Designer: Vladimir Kagan. Classification: Furniture. Medium: Ultrasuede, leather, wood."
2131,"Title: Side Chair, Model 420-2. Date: Designed 1952-53; this example manufactured 1959. Designer: Harry Bertoia. Classification: Furniture. Medium: Rubber-coated metal, metal, vinyl."
2139,Title: Portrait of an Indian. Date: 1900-1905. Artist: Max Bachmann. Classification: Sculpture. Medium: Bronze and green stone base.
2162,Title: Infant Faun. Date: 1890-1895. Artist: Frederick William MacMonnies. Classification: Sculpture. Medium: Bronze.
2199,"Title: Spoon, from 4-Piece Coffee Set. Date: 1959. Maker: Michael Jerry. Classification: Food/Drink. Medium: Pewter, cane."
2215,Title: Mother and Child. Date: 1910-1942. Artist: John B. Flannagan. Classification: Sculpture. Medium: Stone.
2245,Title: Pitcher. Date: ca. 1948. Designer: Charles M. Burroughs. Classification: Food/Drink. Medium: Plastic.
2249,"Title: Spring--Burning Trees in a Girdled Clearing, Western Scene. Date: ca. 1840. Artist: George Harvey. Classification: Painting. Medium: Oil on canvas."
2262,Title: Vase. Date: ca. 1946-1954. Designer: LaGardo Tackett. Classification: Ceramic. Medium: Glazed earthenware.
2265,"Title: Cat Bookend, One of Pair. Date: 1930-1935. Designer: Walter von Nessen. Classification: Furnishing. Medium: Copper-plated alloy."
2285,"Title: Cat Bookend, One of Pair. Date: 1930-1935. Designer: Walter von Nessen. Classification: Furnishing. Medium: Copper-plated alloy."
2287,"Title: Magazine Holder. Date: ca. 1930. Maker: Unknown. Classification: Furnishing. Medium: Chromed metal, painted wood."
2320,"Title: Steelite #5, Lamp. Date: Designed and Made 1994. Maker: Emily McLennan. Classification: Light. Medium: Steel, fiberglass, wood, rubber, thread."
2339,Title: Child's Chair. Date: ca. 1945. Designer: Ray Eames (Bernice Alexandra Kaiser). Classification: Furniture. Medium: Molded plywood.
2361,"Title: Amoeba Rocking Chair. Date: ca. 1995. Designer: Isabelle Moore. Classification: Furniture. Medium: Recycled plastic (""Origin""), plywood."
2365,"Title: ""Coconut"" Chair. Date: 1958. Designer: George Nelson. Classification: Furniture. Medium: Fiberglass, leather, aluminum."
2366,"Title: Stool, ""Mira"". Date: ca. 1965. Maker: George Nakashima. Classification: Furniture. Medium: Cherry."
2418,"Title: Stool. Date: 1997. Maker: Chris Lehrecke. Classification: Furniture. Medium: Sand-blasted oak, blackened bronze."
2492,"Title: Abaxial Clock. Date: 1992. Designer: Karim Rashid. Classification: Time, Calendar. Medium: Aluminum and other metals."
2493,"Title: Abaxial Clock. Date: 1992. Designer: Karim Rashid. Classification: Time, Calendar. Medium: Aluminum and other metals."
2539,"Title: Clock. Date: ca. 1935. Culture: American. Classification: Furnishing. Medium: Metal, glass."
2581,"Title: Folding Chair. Date: Designed 1961. Designer: Henry (Heintz) P. Glass. Classification: Furniture. Medium: Aluminum, canvas, synthetic webbing."
2602,"Title: ""Friend Fenton"". Date: 1878. Artist: Olin Levi Warner. Classification: Sculpture. Medium: Bronze."
2619,"Title: Armchair. Date: designed 1962. Designer: Gideon A. Kramer. Classification: Furniture. Medium: Fiberglass, chromed metal, wood, plastic, rubber."
2620,"Title: Side Chair. Date: ca. 1940. Manufacturer: Shaw-Walker Company. Classification: Furniture. Medium: Aluminum, wood."
2649,Title: Armless Angel. Date: Modeled 1911; Cast 1916. Artist: Helen Farnsworth Mears. Classification: Sculpture. Medium: Bronze.
2652,"Title: Drinking Glass, One of a Set of Four. Date: 2002. Designer: Sol LeWitt. Classification: Food/Drink. Medium: Glass."
2654,"Title: Drinking Glass, One of a Set of Four. Date: 2002. Designer: Sol LeWitt. Classification: Food/Drink. Medium: Glass."
2670,"Title: The Butterfly. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze, marble."
2673,Title: Joy of Life. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze with stone base.
2674,Title: Lazy. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze with stone base.
2675,Title: Siesta. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze with stone base.
2676,Title: Wolfhound. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze (cast filled with plaster).
2681,"Title: Japanese Gentleman. Date: 1913. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze, marble."
2682,Title: Lady Randolph Churchill as Empress Theodora. Date: 1900. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze.
2683,Title: Girl with Fan. Date: 1900. Artist: Emil Fuchs. Classification: Sculpture. Medium: Marble.
2684,"Title: Dawn. Date: None. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze, stone."
2687,Title: Sir Johnston Forbes-Robertson. Date: 1898. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze.
2692,Title: Cream Pitcher or Creamer. Date: ca. 1898. Culture: American. Classification: Commemorative. Medium: Glass.
2722,"Title: ""Nymph"" Chair. Date: 1992. Artist: Terence Main. Classification: Furniture. Medium: Bronze."
3424,"Title: Small Solid Wheel for Toy Chariot. Date: ca. 2500 B.C.E.. Culture: Indus Valley Culture. Classification: Recreation, Toys, Games. Medium: Hand-modeled terra-cotta."
3425,"Title: Small Solid Wheel for Toy Chariot. Date: ca. 2500 B.C.E.. Culture: Indus Valley Culture. Classification: Recreation, Toys, Games. Medium: Hand-modeled terra-cotta."
3433,"Title: Brush Rest in the Form of a Mountain. Date: 18th century (possibly). Classification: Tool. Medium: Bronze, traces of gilding."
3746,Title: Mosaic Leg from a Mummiform Figure. Date: 305-30 B.C.E.. Classification: Ornament. Medium: Glass.
3764,"Title: Part of a Royal Procession. Date: ca. 1352-1347 B.C.E.. Classification: Sculpture. Medium: Sandstone, pigment."
3765,Title: Nagaraja. Date: 1st-2nd century. Classification: Sculpture. Medium: Sandstone.
3831,Title: Negoro Wine Ewer. Date: 15th century. Classification: Sculpture. Medium: Lacquer on wood.
3864,Title: Plate. Date: ca. 1950. Artist: Kitaoji Rosanjin. Classification: Ceramic. Medium: Stoneware with overglaze enamel.
4006,Title: Sculptor's Model of the Goddess Isis. Date: ca. 305-30 B.C.E.. Classification: Sculpture. Medium: Limestone.
4121,Title: Scarab with Falcon Head. Date: ca. 525-30 B.C.E.. Classification: Document. Medium: Glass.
4122,Title: Body of a Seated God Inlay. Date: 305-30 B.C.E.. Classification: Accessory. Medium: Glass.
4123,Title: Falcon on a Column with Palm Capital. Date: ca. 525-30 B.C.E.. Classification: Accessory. Medium: Glass.
4127,Title: Falcon-Headed Sphinx. Date: ca. 525-30 B.C.E.. Classification: Ornament. Medium: Glass.
4128,Title: Recumbent Jackal. Date: ca. 525-30 B.C.E.. Classification: Ornament. Medium: Glass.
4624,Title: Carved Frog-shaped Bracelet. Date: 1100-1300. Culture: Hohokam. Classification: Jewelry. Medium: Clam Shell.
4909,"Title: Necklace. Date: ca. 1100-1400. Culture: She-we-na (Zuni Pueblo). Classification: Jewelry. Medium: Stone, shell, string."
4973,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4974,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4975,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4976,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4977,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4978,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4980,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4981,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4982,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4983,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4984,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4985,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
4986,"Title: Tile. Date: late 19th-early 20th century. Culture: Hopi Pueblo. Classification: Tiles. Medium: Clay, slip."
5086,"Title: Spoon with Incised Designs. Date: 800-500 B.C.E.. Culture: Olmec. Classification: Sculpture. Medium: Jade, red pigment."
5087,Title: Carved Plaque. Date: 800-500 B.C.E.. Culture: Olmec. Classification: Sculpture. Medium: Jadeite.
8741,Title: Flower Vase. Date: ca. 1900. Maker: Tiffany & Company. Classification: Vessel. Medium: Favrile glass.
10177,"Title: Portrait of Erasmus Darwin Foote. Date: ca. 1832-1833. Artist: Thomas Seir Cummings. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in brass locket with glass lenses on both sides."
10715,"Title: Portrait of John Skinner Griffen. Date: 1820. Artist: T.J.H.. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in gilt wood frame under glass."
10716,"Title: Portrait of Mrs. John Skinner Griffen. Date: 1820. Artist: T.J.H.. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in gilt wood frame under glass."
12522,"Title: Portrait of a Lady of the Brasher Family. Date: n.d.. Artist: Unknown. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in gilded metal frame with glass."
18524,"Title: Kachina Doll (Hetsululu). Date: late 19th century. Culture: She-we-na (Zuni Pueblo). Classification: Sculpture. Medium: Wood, fabric, paint, yarn, cornhusk, paper, hide, shells."
22644,Title: Lure. Date: 18th-19th century (possibly). Culture: Native Alaskan. Classification: Hunting/Fishing/Trapping. Medium: Ivory.
22648,"Title: Lure. Date: 18th-19th century (possibly). Culture: Native Alaskan. Classification: Hunting/Fishing/Trapping. Medium: Ivory, ink or pigment."
24622,"Title: Portrait of a Young Woman. Date: ca. 1820s-1830s. Artist: Unknown. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in wood frame under glass."
25878,Title: Baltimore & Ohio Railroad Centenary Medal. Date: 1927. Designer: Hans Schuler Sr.. Classification: Medals. Medium: Bronze.
31497,"Title: Boy Drawing. Date: ca. 1931. Artist: Mary Coleman Allen. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in wood frame under glass."
31499,"Title: Portrait of Mrs. William Morley. Date: 1929. Artist: Margaret Foote Hawley. Classification: Portrait, Miniatures. Medium: Watercolor on card (?) portrait in wooden frame with brass liner under glass."
